상품id,상품명,브랜드,정가,판매가,상위카테고리,하위카테고리,성별,별점,관심수,후기수,실측사이즈,할인율,핏_계절감,누적판매,스타일
3877779,8부 데님 버뮤다팬츠,이지노이지단독,75000,28410,바지,데님 팬츠,0,4.9,30000,4199,"[{""사이즈"": ""딥블루 0번"", ""총장"": ""65"", ""허리단면"": ""37"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""35"", ""밑단단면"": ""36""}, {""사이즈"": ""딥블루 1번"", ""총장"": ""67"", ""허리단면"": ""39"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37.5"", ""밑위"": ""36"", ""밑단단면"": ""37""}, {""사이즈"": ""딥블루 2번"", ""총장"": ""69"", ""허리단면"": ""41"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""39"", ""밑위"": ""37"", ""밑단단면"": ""38""}, {""사이즈"": ""딥블루 3번"", ""총장"": ""71"", ""허리단면"": ""43"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""40.5"", ""밑위"": ""38"", ""밑단단면"": ""39""}, {""사이즈"": ""흑청 0번"", ""총장"": ""65"", ""허리단면"": ""37"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""35"", ""밑단단면"": ""36""}, {""사이즈"": ""흑청 1번"", ""총장"": ""67"", ""허리단면"": ""39"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37.5"", ""밑위"": ""36"", ""밑단단면"": ""37""}, {""사이즈"": ""흑청 2번"", ""총장"": ""69"", ""허리단면"": ""41"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""39"", ""밑위"": ""37"", ""밑단단면"": ""38""}, {""사이즈"": ""흑청 3번"", ""총장"": ""71"", ""허리단면"": ""43"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""40.5"", ""밑위"": ""38"", ""밑단단면"": ""39""}, {""사이즈"": ""라이트블루 0번"", ""총장"": ""65"", ""허리단면"": ""37"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""35"", ""밑단단면"": ""36""}, {""사이즈"": ""라이트블루 1번"", ""총장"": ""67"", ""허리단면"": ""39"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37.5"", ""밑위"": ""36"", ""밑단단면"": ""37""}, {""사이즈"": ""라이트블루 2번"", ""총장"": ""69"", ""허리단면"": ""41"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""39"", ""밑위"": ""37"", ""밑단단면"": ""38""}, {""사이즈"": ""라이트블루3번"", ""총장"": ""71"", ""허리단면"": ""43"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""40.5"", ""밑위"": ""38"", ""밑단단면"": ""39""}, {""사이즈"": ""미디엄블루 0번"", ""총장"": ""65"", ""허리단면"": ""37"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""35"", ""밑단단면"": ""36""}, {""사이즈"": ""미디엄블루 1번"", ""총장"": ""67"", ""허리단면"": ""39"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37.5"", ""밑위"": ""36"", ""밑단단면"": ""37""}, {""사이즈"": ""미디엄블루 2번"", ""총장"": ""69"", ""허리단면"": ""41"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""39"", ""밑위"": ""37"", ""밑단단면"": ""38""}, {""사이즈"": ""미디엄블루 3번"", ""총장"": ""71"", ""허리단면"": ""43"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""40.5"", ""밑위"": ""38"", ""밑단단면"": ""39""}, {""사이즈"": ""딥그린 0번"", ""총장"": ""65"", ""허리단면"": ""37"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""35"", ""밑단단면"": ""36""}, {""사이즈"": ""딥그린 1번"", ""총장"": ""67"", ""허리단면"": ""39"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37.5"", ""밑위"": ""36"", ""밑단단면"": ""37""}, {""사이즈"": ""딥그린 2번"", ""총장"": ""69"", ""허리단면"": ""41"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""39"", ""밑위"": ""37"", ""밑단단면"": ""38""}, {""사이즈"": ""딥그린 3번"", ""총장"": ""71"", ""허리단면"": ""43"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""40.5"", ""밑위"": ""38"", ""밑단단면"": ""39""}]",62,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",1.9만 개 이상,"#남자반바지,#데님반바지,#버뮤다,#버뮤다팬츠,#여름반바지,#청반바지,#하프팬츠"
2477836,[쿨탠다드] 릴렉스드 테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],무신사 스탠다드단독,,9600,바지,슈트 팬츠/슬랙스,1,4.8,16000,18202,"[{""사이즈"": ""26"", ""총장"": ""93"", ""허리단면"": ""35"", ""엉덩이단면"": ""45"", ""허벅지단면"": ""28.5"", ""밑위"": ""26"", ""밑단단면"": ""17.25""}, {""사이즈"": ""27"", ""총장"": ""93"", ""허리단면"": ""36.25"", ""엉덩이단면"": ""46.25"", ""허벅지단면"": ""29.125"", ""밑위"": ""26"", ""밑단단면"": ""17.5""}, {""사이즈"": ""28"", ""총장"": ""94"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""47.5"", ""허벅지단면"": ""29.75"", ""밑위"": ""26.5"", ""밑단단면"": ""17.75""}, {""사이즈"": ""29"", ""총장"": ""94"", ""허리단면"": ""38.75"", ""엉덩이단면"": ""48.75"", ""허벅지단면"": ""30.375"", ""밑위"": ""26.5"", ""밑단단면"": ""18""}, {""사이즈"": ""30"", ""총장"": ""95"", ""허리단면"": ""40"", ""엉덩이단면"": ""50"", ""허벅지단면"": ""31"", ""밑위"": ""27"", ""밑단단면"": ""18.25""}, {""사이즈"": ""31"", ""총장"": ""95"", ""허리단면"": ""41.25"", ""엉덩이단면"": ""51.25"", ""허벅지단면"": ""31.625"", ""밑위"": ""27"", ""밑단단면"": ""18.5""}, {""사이즈"": ""32"", ""총장"": ""95"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""52.5"", ""허벅지단면"": ""32.25"", ""밑위"": ""27.5"", ""밑단단면"": ""18.75""}, {""사이즈"": ""33"", ""총장"": ""95"", ""허리단면"": ""43.75"", ""엉덩이단면"": ""53.75"", ""허벅지단면"": ""32.875"", ""밑위"": ""28"", ""밑단단면"": ""19""}, {""사이즈"": ""34"", ""총장"": ""96"", ""허리단면"": ""45"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""33.5"", ""밑위"": ""28.5"", ""밑단단면"": ""19.25""}, {""사이즈"": ""36"", ""총장"": ""96"", ""허리단면"": ""47.5"", ""엉덩이단면"": ""57.5"", ""허벅지단면"": ""34.75"", ""밑위"": ""29.5"", ""밑단단면"": ""19.75""}, {""사이즈"": ""38"", ""총장"": ""97"", ""허리단면"": ""50"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""36"", ""밑위"": ""30.5"", ""밑단단면"": ""20.25""}, {""사이즈"": ""40"", ""총장"": ""97"", ""허리단면"": ""52.5"", ""엉덩이단면"": ""62.5"", ""허벅지단면"": ""37.25"", ""밑위"": ""31.5"", ""밑단단면"": ""20.75""}, {""사이즈"": ""42"", ""총장"": ""98"", ""허리단면"": ""55"", ""엉덩이단면"": ""65"", ""허벅지단면"": ""38.5"", ""밑위"": ""32.5"", ""밑단단면"": ""21.25""}]",76,"{""핏"": [""슬림""], ""계절감"": [""봄"", ""여름""]}",5만 개 이상,"#기본슬랙스,#슬랙스컬렉션,#슬림핏,#정장바지,#쿨아이템,#쿨탠다드,#허리밴딩"
999414,루즈핏 트레이닝 스웨트 팬츠,브렌슨단독,50000,19900,바지,트레이닝/조거 팬츠,0,4.7,21000,8140,"[{""사이즈"": ""M"", ""총장"": ""102"", ""허리단면"": ""34"", ""엉덩이단면"": ""53.5"", ""허벅지단면"": ""31.5"", ""밑위"": ""30.5"", ""밑단단면"": ""20""}, {""사이즈"": ""L"", ""총장"": ""103"", ""허리단면"": ""36"", ""엉덩이단면"": ""55.5"", ""허벅지단면"": ""32.5"", ""밑위"": ""31.5"", ""밑단단면"": ""21""}, {""사이즈"": ""XL"", ""총장"": ""104"", ""허리단면"": ""38"", ""엉덩이단면"": ""57.5"", ""허벅지단면"": ""33.5"", ""밑위"": ""32.5"", ""밑단단면"": ""22""}, {""사이즈"": ""2XL"", ""총장"": ""105"", ""허리단면"": ""40"", ""엉덩이단면"": ""59.5"", ""허벅지단면"": ""34.5"", ""밑위"": ""33.5"", ""밑단단면"": ""23""}]",60,"{""핏"": [""레귤러""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",5만 개 이상,
1778385,와이드 조거 스웻 팬츠 (MELANGE GRAY),토피단독,39000,9900,바지,트레이닝/조거 팬츠,1,4.8,37000,16170,"[{""사이즈"": ""M"", ""총장"": ""101"", ""허리단면"": ""33"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""32.5"", ""밑위"": ""35"", ""밑단단면"": ""13.5""}, {""사이즈"": ""L"", ""총장"": ""103"", ""허리단면"": ""35"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34"", ""밑위"": ""36"", ""밑단단면"": ""14.5""}, {""사이즈"": ""XL"", ""총장"": ""105"", ""허리단면"": ""37"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""35.5"", ""밑위"": ""37"", ""밑단단면"": ""15.5""}]",75,"{""핏"": [], ""계절감"": []}",7만 개 이상,
4342152,원턱 와이드 코듀로이 팬츠 (BROWN),엑스컨테이너단독,55000,39600,바지,코튼 팬츠,1,4.8,21000,1626,"[{""사이즈"": ""S"", ""총장"": ""105"", ""허리단면"": ""38"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""34"", ""밑위"": ""30"", ""밑단단면"": ""25""}, {""사이즈"": ""M"", ""총장"": ""106"", ""허리단면"": ""40"", ""엉덩이단면"": ""57"", ""허벅지단면"": ""35"", ""밑위"": ""31"", ""밑단단면"": ""26""}, {""사이즈"": ""L"", ""총장"": ""107"", ""허리단면"": ""42"", ""엉덩이단면"": ""59"", ""허벅지단면"": ""36"", ""밑위"": ""32"", ""밑단단면"": ""27""}, {""사이즈"": ""XL"", ""총장"": ""108"", ""허리단면"": ""44"", ""엉덩이단면"": ""61"", ""허벅지단면"": ""37"", ""밑위"": ""33"", ""밑단단면"": ""28""}]",28,"{""핏"": [""레귤러""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",1.4만 개 이상,"#24FW,#가을바지,#가을팬츠,#겨울바지,#겨울팬츠,#코듀로이,#코듀로이팬츠"
4467373,스트링 와이드 벌룬 핏 스웨트 팬츠 ( 4Color ) ( 기모선택 ),브렌슨단독,41200,31260,바지,트레이닝/조거 팬츠,0,4.8,23000,2150,"[{""사이즈"": ""M"", ""총장"": ""103"", ""허리단면"": ""31"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""35.5"", ""밑위"": ""34"", ""밑단단면"": ""26.3""}, {""사이즈"": ""L"", ""총장"": ""105"", ""허리단면"": ""32.5"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""36.5"", ""밑위"": ""35"", ""밑단단면"": ""27.3""}, {""사이즈"": ""XL"", ""총장"": ""107"", ""허리단면"": ""34"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""37.5"", ""밑위"": ""36"", ""밑단단면"": ""28.3""}]",24,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",1.7만 개 이상,"#긴바지,#바지,#스웻팬츠,#조거팬츠,#트레이닝바지,#트레이닝세트,#트레이닝팬츠"
4308187,[기모선택] VLAD 원턱 피그먼트 페이드 워싱 스웻 팬츠_블랙,디미트리블랙단독,46900,29890,바지,트레이닝/조거 팬츠,0,4.8,15000,3232,"[{""사이즈"": ""0 (S)"", ""총장"": ""102.5"", ""허리단면"": ""30.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""33.4"", ""밑위"": ""31.6"", ""밑단단면"": ""29""}, {""사이즈"": ""1 (M)"", ""총장"": ""104"", ""허리단면"": ""33"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34.7"", ""밑위"": ""32.3"", ""밑단단면"": ""29.5""}, {""사이즈"": ""2 (L)"", ""총장"": ""105.5"", ""허리단면"": ""35.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""33"", ""밑단단면"": ""30""}, {""사이즈"": ""3 (XL)"", ""총장"": ""107"", ""허리단면"": ""38"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37.3"", ""밑위"": ""33.7"", ""밑단단면"": ""30.5""}, {""사이즈"": ""VBDNPL01BK 기모원단 1 (M)"", ""총장"": ""104"", ""허리단면"": ""33"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34.7"", ""밑위"": ""32.3"", ""밑단단면"": ""29.5""}, {""사이즈"": ""VBDNPL01BK 기모원단 2 (L)"", ""총장"": ""105.5"", ""허리단면"": ""35.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""33"", ""밑단단면"": ""30""}, {""사이즈"": ""VBDNPL01BK 기모원단 3 (XL)"", ""총장"": ""107"", ""허리단면"": ""38"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37.3"", ""밑위"": ""33.7"", ""밑단단면"": ""30.5""}]",36,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",2만 개 이상,"#루즈핏,#베이직,#스트링,#워싱,#캐주얼,#코튼,#투턱"
3920059,원턱 와이드 치노 팬츠[베이지],시그니처단독,53000,34900,바지,코튼 팬츠,0,4.7,27000,2164,"[{""사이즈"": ""S"", ""총장"": ""104"", ""허리단면"": ""35"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""32.5"", ""밑위"": ""31.5"", ""밑단단면"": ""27""}, {""사이즈"": ""M"", ""총장"": ""106.5"", ""허리단면"": ""38.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""35"", ""밑위"": ""33"", ""밑단단면"": ""28""}, {""사이즈"": ""L"", ""총장"": ""108"", ""허리단면"": ""41"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""33.5"", ""밑단단면"": ""28.5""}, {""사이즈"": ""XL"", ""총장"": ""110"", ""허리단면"": ""43.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""38"", ""밑위"": ""35"", ""밑단단면"": ""29""}]",34,"{""핏"": [""레귤러""], ""계절감"": [""봄"", ""가을""]}",1.4만 개 이상,"#긴바지,#면팬츠,#바지,#봄팬츠컬렉션,#인기아이템컬렉션,#치노팬츠,#캐주얼팬츠,#코튼팬츠,#팬츠"
4283718,[기모버전 추가]딥 원턱 와이드 롱 스웨트 트레이닝 팬츠 2 COLOR,언탭트 스튜디오단독,35660,24960,바지,트레이닝/조거 팬츠,1,4.7,99,1355,"[{""사이즈"": ""M(28-30)"", ""총장"": ""103"", ""허리단면"": ""34"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""35"", ""밑위"": ""33.5"", ""밑단단면"": ""23.5""}, {""사이즈"": ""L(31-32)"", ""총장"": ""104"", ""허리단면"": ""36"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""34.5"", ""밑단단면"": ""24""}, {""사이즈"": ""XL(33-34)"", ""총장"": ""105"", ""허리단면"": ""38"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37"", ""밑위"": ""35.5"", ""밑단단면"": ""24.5""}, {""사이즈"": ""2XL(35-36)"", ""총장"": ""106"", ""허리단면"": ""40"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""38"", ""밑위"": ""36.5"", ""밑단단면"": ""25""}, {""사이즈"": ""3XL(37-40)"", ""총장"": ""107"", ""허리단면"": ""42"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""39"", ""밑위"": ""37.5"", ""밑단단면"": ""25.5""}]",30,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",1.4만 개 이상,"#긴바지,#밴딩팬츠,#스웨트팬츠,#스웻팬츠,#와이드팬츠,#트레이닝바지,#트레이닝팬츠"
3328615,Wide Cargo Half Denim Pants,어반드레스단독,51000,35700,바지,숏 팬츠,0,4.8,120000,15163,"[{""사이즈"": ""BLACK S"", ""총장"": ""60"", ""허리단면"": ""34"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""34.5"", ""밑위"": ""32"", ""밑단단면"": ""31""}, {""사이즈"": ""BLACK M"", ""총장"": ""60"", ""허리단면"": ""36.5"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""35.5"", ""밑위"": ""33"", ""밑단단면"": ""32""}, {""사이즈"": ""BLACK L"", ""총장"": ""60"", ""허리단면"": ""40"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""36.5"", ""밑위"": ""34"", ""밑단단면"": ""33""}, {""사이즈"": ""BLACK XL"", ""총장"": ""60"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""37.5"", ""밑위"": ""35"", ""밑단단면"": ""34""}, {""사이즈"": ""BLUE S"", ""총장"": ""60"", ""허리단면"": ""34"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""34.5"", ""밑위"": ""32"", ""밑단단면"": ""31""}, {""사이즈"": ""BLUE M"", ""총장"": ""60"", ""허리단면"": ""36.5"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""35.5"", ""밑위"": ""33"", ""밑단단면"": ""32""}, {""사이즈"": ""BLUE L"", ""총장"": ""60"", ""허리단면"": ""40"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""36.5"", ""밑위"": ""34"", ""밑단단면"": ""33""}, {""사이즈"": ""BLUE XL"", ""총장"": ""60"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""37.5"", ""밑위"": ""35"", ""밑단단면"": ""34""}, {""사이즈"": ""GREY S"", ""총장"": ""60"", ""허리단면"": ""34"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""34.5"", ""밑위"": ""32"", ""밑단단면"": ""31""}, {""사이즈"": ""GREY M"", ""총장"": ""60"", ""허리단면"": ""36.5"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""35.5"", ""밑위"": ""33"", ""밑단단면"": ""32""}, {""사이즈"": ""GREY L"", ""총장"": ""60"", ""허리단면"": ""40"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""36.5"", ""밑위"": ""34"", ""밑단단면"": ""33""}, {""사이즈"": ""GREY XL"", ""총장"": ""60"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""37.5"", ""밑위"": ""35"", ""밑단단면"": ""34""}, {""사이즈"": ""LIGHT BLUE S"", ""총장"": ""60"", ""허리단면"": ""34"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""34.5"", ""밑위"": ""32"", ""밑단단면"": ""31""}, {""사이즈"": ""LIGHT BLUE M"", ""총장"": ""60"", ""허리단면"": ""36.5"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""35.5"", ""밑위"": ""33"", ""밑단단면"": ""32""}, {""사이즈"": ""LIGHT BLUE L"", ""총장"": ""60"", ""허리단면"": ""40"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""36.5"", ""밑위"": ""34"", ""밑단단면"": ""33""}, {""사이즈"": ""LIGHT BLUE XL"", ""총장"": ""60"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""37.5"", ""밑위"": ""35"", ""밑단단면"": ""34""}]",30,"{""핏"": [""레귤러""], ""계절감"": [""봄"", ""여름"", ""가을""]}",9만 개 이상,#데님컬렉션
2508821,[카고옵션 추가] 에어스트레치 쇼츠_블랙 트레이닝,어프레쉬,52000,28900,스포츠/레저,하의,0,4.9,16000,4323,"[{""사이즈"": ""S"", ""총장"": ""43"", ""허리단면"": ""32"", ""엉덩이단면"": ""47.5"", ""허벅지단면"": ""30.5"", ""밑위"": ""23"", ""밑단단면"": ""27.5""}, {""사이즈"": ""M"", ""총장"": ""45"", ""허리단면"": ""35"", ""엉덩이단면"": ""50.5"", ""허벅지단면"": ""32"", ""밑위"": ""24"", ""밑단단면"": ""29""}, {""사이즈"": ""L"", ""총장"": ""49"", ""허리단면"": ""38"", ""엉덩이단면"": ""53.5"", ""허벅지단면"": ""33.5"", ""밑위"": ""25"", ""밑단단면"": ""30.5""}, {""사이즈"": ""XL"", ""총장"": ""51"", ""허리단면"": ""41"", ""엉덩이단면"": ""56.5"", ""허벅지단면"": ""35"", ""밑위"": ""26"", ""밑단단면"": ""32""}, {""사이즈"": ""2XL"", ""총장"": ""53"", ""허리단면"": ""44"", ""엉덩이단면"": ""59.5"", ""허벅지단면"": ""36.5"", ""밑위"": ""27"", ""밑단단면"": ""33.5""}, {""사이즈"": ""카고 쇼츠 S"", ""총장"": ""44"", ""허리단면"": ""32.5"", ""엉덩이단면"": ""48.5"", ""허벅지단면"": ""31"", ""밑위"": ""26.5"", ""밑단단면"": ""28""}, {""사이즈"": ""카고 쇼츠 M"", ""총장"": ""46.5"", ""허리단면"": ""35"", ""엉덩이단면"": ""51"", ""허벅지단면"": ""32.5"", ""밑위"": ""27.5"", ""밑단단면"": ""29.5""}, {""사이즈"": ""카고 쇼츠 L"", ""총장"": ""49"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""53.5"", ""허벅지단면"": ""33.5"", ""밑위"": ""28.5"", ""밑단단면"": ""30.5""}, {""사이즈"": ""카고 쇼츠 XL"", ""총장"": ""51.5"", ""허리단면"": ""40"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""35"", ""밑위"": ""29.5"", ""밑단단면"": ""32""}, {""사이즈"": ""카고 쇼츠 2XL"", ""총장"": ""54"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""58.5"", ""허벅지단면"": ""36.5"", ""밑위"": ""30.5"", ""밑단단면"": ""33.5""}]",44,"{""핏"": [""루즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",3만 개 이상,"#기능성팬츠,#러닝쇼츠,#러닝컬렉션,#반바지,#쇼츠,#에어스트레치,#트레이닝,#트레이닝반바지,#트레이닝복"
5338392,Angel Star Patch 자수 원턱 스트링 와이드 스웨트 팬츠 AP903 (블랙),엠블러,39900,34110,바지,트레이닝/조거 팬츠,0,4.8,79000,649,"[{""사이즈"": ""블랙S"", ""총장"": ""99"", ""허리단면"": ""32"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""35"", ""밑위"": ""30"", ""밑단단면"": ""26""}, {""사이즈"": ""블랙M"", ""총장"": ""102"", ""허리단면"": ""34"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""31"", ""밑단단면"": ""27""}, {""사이즈"": ""블랙L"", ""총장"": ""104"", ""허리단면"": ""36"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37"", ""밑위"": ""32"", ""밑단단면"": ""28""}]",15,"{""핏"": [], ""계절감"": []}",1.1만 개 이상,
4360670,LIL RABBIT DENIM [INDIGO BLACK],리트리버클럽,69000,35190,바지,데님 팬츠,1,4.8,46000,1428,"[{""사이즈"": ""S"", ""총장"": ""104"", ""허리단면"": ""39.5"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""33.9"", ""밑위"": ""32"", ""밑단단면"": ""22.5""}, {""사이즈"": ""M"", ""총장"": ""106"", ""허리단면"": ""42"", ""엉덩이단면"": ""58.5"", ""허벅지단면"": ""35.2"", ""밑위"": ""33"", ""밑단단면"": ""23.5""}, {""사이즈"": ""L"", ""총장"": ""108"", ""허리단면"": ""44.5"", ""엉덩이단면"": ""61"", ""허벅지단면"": ""36.5"", ""밑위"": ""34"", ""밑단단면"": ""24.5""}]",49,"{""핏"": [], ""계절감"": []}",1.2만 개 이상,"#DENIM,#데님,#데님팬츠,#팬츠"
1736087,와이드핏 트레이닝 스웨트 팬츠,브렌슨단독,50000,18990,바지,트레이닝/조거 팬츠,0,4.8,13000,5391,"[{""사이즈"": ""M"", ""총장"": ""105"", ""허리단면"": ""35"", ""엉덩이단면"": ""55.5"", ""허벅지단면"": ""33.5"", ""밑위"": ""33.5"", ""밑단단면"": ""22.5""}, {""사이즈"": ""L"", ""총장"": ""106"", ""허리단면"": ""37"", ""엉덩이단면"": ""57.5"", ""허벅지단면"": ""34.5"", ""밑위"": ""34.5"", ""밑단단면"": ""23.5""}, {""사이즈"": ""XL"", ""총장"": ""107"", ""허리단면"": ""39"", ""엉덩이단면"": ""59.5"", ""허벅지단면"": ""35.5"", ""밑위"": ""35.5"", ""밑단단면"": ""24.5""}, {""사이즈"": ""2XL"", ""총장"": ""108"", ""허리단면"": ""41"", ""엉덩이단면"": ""61.5"", ""허벅지단면"": ""36.5"", ""밑위"": ""36.5"", ""밑단단면"": ""25.5""}]",62,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",2만 개 이상,
4097271,ASI 에센셜 버뮤다 스웻 팬츠_피그먼트 그레이,디미트리블랙단독,28900,21900,바지,숏 팬츠,0,4.8,25000,3366,"[{""사이즈"": ""1 (M)"", ""총장"": ""62"", ""허리단면"": ""33"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""35.7"", ""밑위"": ""33.3"", ""밑단단면"": ""33.5""}, {""사이즈"": ""2 (L)"", ""총장"": ""63"", ""허리단면"": ""35.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37"", ""밑위"": ""34"", ""밑단단면"": ""34""}, {""사이즈"": ""3 (XL)"", ""총장"": ""64"", ""허리단면"": ""38"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""38.3"", ""밑위"": ""34.7"", ""밑단단면"": ""34.5""}]",24,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",2만 개 이상,"#면바지,#반바지,#시티보이,#여름바지,#와이드,#이지웨어,#코튼"
3794791,웨이비 커브드 와이드 데님 팬츠 [BLUE],아워데이즈단독,62000,49600,바지,데님 팬츠,0,4.9,44000,3814,"[{""사이즈"": ""S"", ""총장"": ""104"", ""허리단면"": ""37"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""31"", ""밑위"": ""31.5"", ""밑단단면"": ""24""}, {""사이즈"": ""M"", ""총장"": ""104"", ""허리단면"": ""39"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""32"", ""밑위"": ""32"", ""밑단단면"": ""25""}, {""사이즈"": ""L"", ""총장"": ""106"", ""허리단면"": ""41"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""33"", ""밑위"": ""32.5"", ""밑단단면"": ""26""}, {""사이즈"": ""XL"", ""총장"": ""108"", ""허리단면"": ""43"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34"", ""밑위"": ""33"", ""밑단단면"": ""27""}]",20,"{""핏"": [], ""계절감"": []}",2만 개 이상,"#데님팬츠,#세미와이드,#옷바PICK,#워싱데님,#워싱팬츠,#중청,#청바지"
