상품id,상품명,브랜드,정가,판매가,상위카테고리,하위카테고리,성별,별점,관심수,후기수,실측사이즈,할인율,핏_계절감,누적판매,스타일
4111296,캣 브러쉬 워시드 버뮤다 데님 쇼츠 (NORMAL BLACK),트릴리온단독,45000,23990,바지,숏 팬츠,0,4.8,46000,4158,"[{""사이즈"": ""S"", ""총장"": ""59"", ""허리단면"": ""36"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""38"", ""밑위"": ""29"", ""밑단단면"": ""37""}, {""사이즈"": ""M"", ""총장"": ""61"", ""허리단면"": ""38"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""39"", ""밑위"": ""30"", ""밑단단면"": ""38""}, {""사이즈"": ""L"", ""총장"": ""63"", ""허리단면"": ""40"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""40"", ""밑위"": ""31"", ""밑단단면"": ""39""}, {""사이즈"": ""XL"", ""총장"": ""65"", ""허리단면"": ""42"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""41"", ""밑위"": ""32"", ""밑단단면"": ""40""}, {""사이즈"": ""XXL"", ""총장"": ""67"", ""허리단면"": ""44"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""42"", ""밑위"": ""33"", ""밑단단면"": ""41""}]",47,"{""핏"": [""레귤러""], ""계절감"": [""여름""]}",3만 개 이상,"#반바지,#버뮤다팬츠,#숏팬츠,#오버핏,#워싱,#캐주얼팬츠,#하프팬츠"
4556449,[기모원단추가]벌룬핏 스웨트 팬츠[라이트그레이],스켈리웩단독,59000,23990,바지,트레이닝/조거 팬츠,0,4.8,40000,2714,"[{""사이즈"": ""기모 원단 M"", ""총장"": ""110"", ""허리단면"": ""33"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""38.5"", ""밑위"": ""39"", ""밑단단면"": ""20""}, {""사이즈"": ""기모 원단 L"", ""총장"": ""112"", ""허리단면"": ""35"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""40"", ""밑위"": ""40"", ""밑단단면"": ""21""}, {""사이즈"": ""M"", ""총장"": ""110"", ""허리단면"": ""33"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""38.5"", ""밑위"": ""39"", ""밑단단면"": ""20""}, {""사이즈"": ""L"", ""총장"": ""112"", ""허리단면"": ""35"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""40"", ""밑위"": ""40"", ""밑단단면"": ""21""}]",59,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",2만 개 이상,"#밴딩팬츠,#벌룬팬츠,#스웻팬츠,#스웻팬츠컬렉션,#와이드팬츠,#유튜버PICK,#트레이닝,#트레이닝바지,#트레이닝팬츠"
5066602,[패션플래닛X데케트][올시즌]Relaxed Wide Denim Jeans DCPT064,데케트단독,62000,49600,바지,데님 팬츠,0,4.8,28000,1572,"[{""사이즈"": ""26"", ""총장"": ""102"", ""허리단면"": ""35.5"", ""엉덩이단면"": ""47"", ""허벅지단면"": ""33.5"", ""밑위"": ""34"", ""밑단단면"": ""23.5""}, {""사이즈"": ""28"", ""총장"": ""103"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""49"", ""허벅지단면"": ""34"", ""밑위"": ""34.5"", ""밑단단면"": ""24""}, {""사이즈"": ""30"", ""총장"": ""104"", ""허리단면"": ""39.5"", ""엉덩이단면"": ""51"", ""허벅지단면"": ""34.5"", ""밑위"": ""35"", ""밑단단면"": ""24.5""}, {""사이즈"": ""32"", ""총장"": ""105"", ""허리단면"": ""42"", ""엉덩이단면"": ""53.5"", ""허벅지단면"": ""35.5"", ""밑위"": ""36"", ""밑단단면"": ""25.5""}, {""사이즈"": ""34"", ""총장"": ""106"", ""허리단면"": ""44.5"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""36.5"", ""밑위"": ""37"", ""밑단단면"": ""26.5""}]",20,"{""핏"": [""루즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",2만 개 이상,"#BESTITEM,#와이드데님,#와이드팬츠,#와이드핏,#워싱데님,#콜라보,#콜라보레이션,#패션플래닛"
3575430,Side Big Cargo Pants CAMO,어반드레스단독,88000,49990,바지,데님 팬츠,0,4.8,100000,7553,"[{""사이즈"": ""XXS"", ""총장"": ""105"", ""허리단면"": ""33"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""35.5"", ""밑위"": ""31"", ""밑단단면"": ""29""}, {""사이즈"": ""XS"", ""총장"": ""107"", ""허리단면"": ""35.5"", ""엉덩이단면"": ""56.5"", ""허벅지단면"": ""37"", ""밑위"": ""32.5"", ""밑단단면"": ""30""}, {""사이즈"": ""S"", ""총장"": ""109"", ""허리단면"": ""38"", ""엉덩이단면"": ""59"", ""허벅지단면"": ""38.5"", ""밑위"": ""33.5"", ""밑단단면"": ""31""}, {""사이즈"": ""M"", ""총장"": ""111"", ""허리단면"": ""40.5"", ""엉덩이단면"": ""61.5"", ""허벅지단면"": ""40"", ""밑위"": ""34.5"", ""밑단단면"": ""32.5""}, {""사이즈"": ""L"", ""총장"": ""113"", ""허리단면"": ""43"", ""엉덩이단면"": ""64"", ""허벅지단면"": ""41.5"", ""밑위"": ""35.5"", ""밑단단면"": ""33.5""}]",43,"{""핏"": [""레귤러""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",4만 개 이상,"#데님컬렉션,#데님팬츠,#바지,#와이드팬츠,#청바지,#팬츠"
5367961,[기모선택] VLAD 원턱 커브드 트랙 스웻 팬츠_피그먼트 차콜,디미트리블랙단독,37700,28990,바지,트레이닝/조거 팬츠,0,4.8,37000,802,"[{""사이즈"": ""0 (S)"", ""총장"": ""102.5"", ""허리단면"": ""30.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""33.4"", ""밑위"": ""31.6"", ""밑단단면"": ""28.5""}, {""사이즈"": ""1 (M)"", ""총장"": ""104"", ""허리단면"": ""33"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34.7"", ""밑위"": ""32.3"", ""밑단단면"": ""29""}, {""사이즈"": ""2 (L)"", ""총장"": ""105.5"", ""허리단면"": ""35.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""33"", ""밑단단면"": ""29.5""}, {""사이즈"": ""3 (XL)"", ""총장"": ""107"", ""허리단면"": ""38"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37.3"", ""밑위"": ""33.7"", ""밑단단면"": ""30""}, {""사이즈"": ""VBEOPL01CH 기모원단 0 (S)"", ""총장"": ""102.5"", ""허리단면"": ""30.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""33.4"", ""밑위"": ""31.6"", ""밑단단면"": ""28.5""}, {""사이즈"": ""VBEOPL01CH 기모원단 1 (M)"", ""총장"": ""104"", ""허리단면"": ""33"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34.7"", ""밑위"": ""32.3"", ""밑단단면"": ""29""}, {""사이즈"": ""VBEOPL01CH 기모원단 2 (L)"", ""총장"": ""105.5"", ""허리단면"": ""35.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""33"", ""밑단단면"": ""29.5""}, {""사이즈"": ""VBEOPL01CH 기모원단 3 (XL)"", ""총장"": ""107"", ""허리단면"": ""38"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37.3"", ""밑위"": ""33.7"", ""밑단단면"": ""30""}]",23,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",2만 개 이상,"#루즈핏,#베이직,#스웨트,#오버핏,#워싱,#젠더리스,#캐주얼"
2513018,[기모버전/카고옵션 추가] 에어스트레치 조거팬츠_블랙 트레이닝,어프레쉬,60000,28990,스포츠/레저,하의,0,4.9,18000,4460,"[{""사이즈"": ""S"", ""총장"": ""96.5"", ""허리단면"": ""32"", ""엉덩이단면"": ""46"", ""허벅지단면"": ""28.5"", ""밑위"": ""23"", ""밑단단면"": ""11.5""}, {""사이즈"": ""M"", ""총장"": ""99.5"", ""허리단면"": ""35"", ""엉덩이단면"": ""49"", ""허벅지단면"": ""30"", ""밑위"": ""24"", ""밑단단면"": ""12""}, {""사이즈"": ""L"", ""총장"": ""102.5"", ""허리단면"": ""38"", ""엉덩이단면"": ""52"", ""허벅지단면"": ""31.5"", ""밑위"": ""25"", ""밑단단면"": ""12.5""}, {""사이즈"": ""XL"", ""총장"": ""105.5"", ""허리단면"": ""41"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""33"", ""밑위"": ""26"", ""밑단단면"": ""13""}, {""사이즈"": ""2XL"", ""총장"": ""108.5"", ""허리단면"": ""44"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""35.5"", ""밑위"": ""27"", ""밑단단면"": ""13.5""}, {""사이즈"": ""기모S"", ""총장"": ""96.5"", ""허리단면"": ""32"", ""엉덩이단면"": ""46"", ""허벅지단면"": ""28.5"", ""밑위"": ""23"", ""밑단단면"": ""11.5""}, {""사이즈"": ""기모M"", ""총장"": ""99.5"", ""허리단면"": ""35"", ""엉덩이단면"": ""49"", ""허벅지단면"": ""30"", ""밑위"": ""24"", ""밑단단면"": ""12""}, {""사이즈"": ""기모L"", ""총장"": ""102.5"", ""허리단면"": ""38"", ""엉덩이단면"": ""52"", ""허벅지단면"": ""31.5"", ""밑위"": ""25"", ""밑단단면"": ""12.5""}, {""사이즈"": ""기모XL"", ""총장"": ""105.5"", ""허리단면"": ""41"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""33"", ""밑위"": ""26"", ""밑단단면"": ""13""}, {""사이즈"": ""기모2XL"", ""총장"": ""108.5"", ""허리단면"": ""44"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""35.5"", ""밑위"": ""27"", ""밑단단면"": ""13.5""}, {""사이즈"": ""카고 조거팬츠 S"", ""총장"": ""93.5"", ""허리단면"": ""32.5"", ""엉덩이단면"": ""48"", ""허벅지단면"": ""30.5"", ""밑위"": ""22"", ""밑단단면"": ""12.5""}, {""사이즈"": ""카고 조거팬츠 M"", ""총장"": ""96.5"", ""허리단면"": ""35"", ""엉덩이단면"": ""50.5"", ""허벅지단면"": ""31.75"", ""밑위"": ""23"", ""밑단단면"": ""13""}, {""사이즈"": ""카고 조거팬츠 L"", ""총장"": ""99.5"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""33"", ""밑위"": ""24"", ""밑단단면"": ""13.5""}, {""사이즈"": ""카고 조거팬츠 XL"", ""총장"": ""102.5"", ""허리단면"": ""40"", ""엉덩이단면"": ""55.5"", ""허벅지단면"": ""34.25"", ""밑위"": ""25"", ""밑단단면"": ""14""}, {""사이즈"": ""카고 조거팬츠 2XL"", ""총장"": ""105.5"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""35.5"", ""밑위"": ""26"", ""밑단단면"": ""14.5""}]",52,"{""핏"": [""루즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",3만 개 이상,"#기능성팬츠,#러닝컬렉션,#에어스트레치,#에어스트레치컬렉션,#운동복,#젠더리스,#조거팬츠,#트레이닝복"
3443300,트레이닝 핀턱 와이드 팬츠 7colors,라이크더모스트,59800,25900,바지,트레이닝/조거 팬츠,0,4.8,110000,11859,"[{""사이즈"": ""S"", ""총장"": ""100"", ""허리단면"": ""31"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""36"", ""밑위"": ""-"", ""밑단단면"": ""26""}, {""사이즈"": ""M"", ""총장"": ""102"", ""허리단면"": ""33"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""37"", ""밑위"": ""-"", ""밑단단면"": ""27""}, {""사이즈"": ""L"", ""총장"": ""104"", ""허리단면"": ""35"", ""엉덩이단면"": ""57"", ""허벅지단면"": ""38"", ""밑위"": ""-"", ""밑단단면"": ""28""}, {""사이즈"": ""XL"", ""총장"": ""106"", ""허리단면"": ""37"", ""엉덩이단면"": ""59"", ""허벅지단면"": ""39"", ""밑위"": ""-"", ""밑단단면"": ""29""}, {""사이즈"": ""S(소프트쭈리)"", ""총장"": ""100"", ""허리단면"": ""31"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""36"", ""밑위"": ""-"", ""밑단단면"": ""26""}, {""사이즈"": ""M(소프트쭈리)"", ""총장"": ""102"", ""허리단면"": ""33"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""37"", ""밑위"": ""-"", ""밑단단면"": ""27""}, {""사이즈"": ""L(소프트쭈리)"", ""총장"": ""104"", ""허리단면"": ""35"", ""엉덩이단면"": ""57"", ""허벅지단면"": ""38"", ""밑위"": ""-"", ""밑단단면"": ""28""}, {""사이즈"": ""XL(소프트쭈리)"", ""총장"": ""106"", ""허리단면"": ""37"", ""엉덩이단면"": ""59"", ""허벅지단면"": ""39"", ""밑위"": ""-"", ""밑단단면"": ""29""}]",57,"{""핏"": [], ""계절감"": []}",8만 개 이상,
1627892,레플리카 퍼티그 팬츠 [카키],무신사 스탠다드단독,43900,41790,바지,코튼 팬츠,1,4.9,41000,29308,"[{""사이즈"": ""26"", ""총장"": ""105"", ""허리단면"": ""35"", ""엉덩이단면"": ""47.5"", ""허벅지단면"": ""29.8"", ""밑위"": ""27.5"", ""밑단단면"": ""21.5""}, {""사이즈"": ""27"", ""총장"": ""105"", ""허리단면"": ""36.3"", ""엉덩이단면"": ""48.75"", ""허벅지단면"": ""30.4"", ""밑위"": ""27.5"", ""밑단단면"": ""21.8""}, {""사이즈"": ""28"", ""총장"": ""106"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""50"", ""허벅지단면"": ""31"", ""밑위"": ""28"", ""밑단단면"": ""22""}, {""사이즈"": ""29"", ""총장"": ""106"", ""허리단면"": ""38.8"", ""엉덩이단면"": ""51.25"", ""허벅지단면"": ""31.6"", ""밑위"": ""28"", ""밑단단면"": ""22.3""}, {""사이즈"": ""30"", ""총장"": ""107"", ""허리단면"": ""40"", ""엉덩이단면"": ""52.5"", ""허벅지단면"": ""32.3"", ""밑위"": ""28.5"", ""밑단단면"": ""22.5""}, {""사이즈"": ""31"", ""총장"": ""107"", ""허리단면"": ""41.3"", ""엉덩이단면"": ""53.75"", ""허벅지단면"": ""32.9"", ""밑위"": ""28.5"", ""밑단단면"": ""22.8""}, {""사이즈"": ""32"", ""총장"": ""107"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""33.5"", ""밑위"": ""29"", ""밑단단면"": ""23""}, {""사이즈"": ""33"", ""총장"": ""107"", ""허리단면"": ""43.8"", ""엉덩이단면"": ""56.25"", ""허벅지단면"": ""34.1"", ""밑위"": ""29.5"", ""밑단단면"": ""23.3""}, {""사이즈"": ""34"", ""총장"": ""108"", ""허리단면"": ""45"", ""엉덩이단면"": ""57.5"", ""허벅지단면"": ""34.8"", ""밑위"": ""30"", ""밑단단면"": ""23.5""}, {""사이즈"": ""36"", ""총장"": ""108"", ""허리단면"": ""47.5"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""36"", ""밑위"": ""31"", ""밑단단면"": ""24""}, {""사이즈"": ""38"", ""총장"": ""109"", ""허리단면"": ""50"", ""엉덩이단면"": ""62.5"", ""허벅지단면"": ""37.3"", ""밑위"": ""32"", ""밑단단면"": ""24.5""}, {""사이즈"": ""40"", ""총장"": ""109"", ""허리단면"": ""52.5"", ""엉덩이단면"": ""65"", ""허벅지단면"": ""38.5"", ""밑위"": ""33"", ""밑단단면"": ""25""}, {""사이즈"": ""42"", ""총장"": ""110"", ""허리단면"": ""55"", ""엉덩이단면"": ""67.5"", ""허벅지단면"": ""39.8"", ""밑위"": ""34"", ""밑단단면"": ""25.5""}]",5,"{""핏"": [""레귤러""], ""계절감"": [""봄"", ""가을""]}",7만 개 이상,"#레플리카,#면바지,#밀리터리,#바지,#백사틴,#백사틴컬렉션,#워크웨어,#치노팬츠"
4099269,원턱 버뮤다 스웨트 팬츠 ( 4Color ),유니온스튜디오,27400,19710,바지,숏 팬츠,0,4.8,14000,2939,"[{""사이즈"": ""M"", ""총장"": ""66"", ""허리단면"": ""33"", ""엉덩이단면"": ""65.5"", ""허벅지단면"": ""40.5"", ""밑위"": ""38"", ""밑단단면"": ""37""}, {""사이즈"": ""L"", ""총장"": ""68"", ""허리단면"": ""34.5"", ""엉덩이단면"": ""67.5"", ""허벅지단면"": ""41.5"", ""밑위"": ""38.5"", ""밑단단면"": ""38""}, {""사이즈"": ""XL"", ""총장"": ""70"", ""허리단면"": ""36"", ""엉덩이단면"": ""69.5"", ""허벅지단면"": ""42.5"", ""밑위"": ""39"", ""밑단단면"": ""39""}]",28,"{""핏"": [""오버 사이즈""], ""계절감"": [""여름""]}",2만 개 이상,"#반바지,#밴딩반바지,#버뮤다,#버뮤다팬츠,#쇼츠,#투턱팬츠,#하프팬츠"
2092852,이지 와이드 데님 팬츠 그레이,굿라이프웍스,49800,31380,바지,데님 팬츠,0,4.8,200000,33366,"[{""사이즈"": ""XXS"", ""총장"": ""99.5"", ""허리단면"": ""32.5"", ""엉덩이단면"": ""50"", ""허벅지단면"": ""33"", ""밑위"": ""30"", ""밑단단면"": ""24""}, {""사이즈"": ""XS"", ""총장"": ""101"", ""허리단면"": ""35"", ""엉덩이단면"": ""52"", ""허벅지단면"": ""34"", ""밑위"": ""31"", ""밑단단면"": ""25""}, {""사이즈"": ""S"", ""총장"": ""102.5"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""35"", ""밑위"": ""32"", ""밑단단면"": ""26""}, {""사이즈"": ""M"", ""총장"": ""104"", ""허리단면"": ""40"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""36"", ""밑위"": ""33"", ""밑단단면"": ""27""}, {""사이즈"": ""L"", ""총장"": ""105.5"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""37"", ""밑위"": ""34"", ""밑단단면"": ""28""}, {""사이즈"": ""XL"", ""총장"": ""107"", ""허리단면"": ""45"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""38"", ""밑위"": ""35"", ""밑단단면"": ""29""}, {""사이즈"": ""XXS( 기모)"", ""총장"": ""99.5"", ""허리단면"": ""32.5"", ""엉덩이단면"": ""50"", ""허벅지단면"": ""33"", ""밑위"": ""30"", ""밑단단면"": ""24""}, {""사이즈"": ""XS( 기모)"", ""총장"": ""101"", ""허리단면"": ""35"", ""엉덩이단면"": ""52"", ""허벅지단면"": ""34"", ""밑위"": ""31"", ""밑단단면"": ""25""}, {""사이즈"": ""S( 기모)"", ""총장"": ""102.5"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""35"", ""밑위"": ""32"", ""밑단단면"": ""26""}, {""사이즈"": ""M( 기모)"", ""총장"": ""104"", ""허리단면"": ""40"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""36"", ""밑위"": ""33"", ""밑단단면"": ""27""}, {""사이즈"": ""L( 기모)"", ""총장"": ""105.5"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""37"", ""밑위"": ""34"", ""밑단단면"": ""28""}, {""사이즈"": ""XL( 기모)"", ""총장"": ""107"", ""허리단면"": ""45"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""38"", ""밑위"": ""35"", ""밑단단면"": ""29""}]",37,"{""핏"": [""루즈"", ""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",21만 개 이상,"#그레이진,#남자청바지,#데님팬츠,#루즈핏,#베스트셀러,#와이드데님,#와이드팬츠,#워싱데님,#젠더리스"
1149328,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],무신사 스탠다드단독,39900,35990,바지,슈트 팬츠/슬랙스,1,4.8,100000,106309,"[{""사이즈"": ""26"", ""총장"": ""92"", ""허리단면"": ""35"", ""엉덩이단면"": ""43.5"", ""허벅지단면"": ""27.3"", ""밑위"": ""23.5"", ""밑단단면"": ""16.5""}, {""사이즈"": ""27"", ""총장"": ""92"", ""허리단면"": ""36.3"", ""엉덩이단면"": ""44.75"", ""허벅지단면"": ""27.9"", ""밑위"": ""23.5"", ""밑단단면"": ""16.8""}, {""사이즈"": ""28"", ""총장"": ""93"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""46"", ""허벅지단면"": ""28.5"", ""밑위"": ""24"", ""밑단단면"": ""17""}, {""사이즈"": ""29"", ""총장"": ""93"", ""허리단면"": ""38.8"", ""엉덩이단면"": ""47.25"", ""허벅지단면"": ""29.1"", ""밑위"": ""24"", ""밑단단면"": ""17.3""}, {""사이즈"": ""30"", ""총장"": ""94"", ""허리단면"": ""40"", ""엉덩이단면"": ""48.5"", ""허벅지단면"": ""29.8"", ""밑위"": ""24.5"", ""밑단단면"": ""17.5""}, {""사이즈"": ""31"", ""총장"": ""94"", ""허리단면"": ""41.3"", ""엉덩이단면"": ""49.75"", ""허벅지단면"": ""30.4"", ""밑위"": ""24.5"", ""밑단단면"": ""17.8""}, {""사이즈"": ""32"", ""총장"": ""94"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""51"", ""허벅지단면"": ""31"", ""밑위"": ""25"", ""밑단단면"": ""18""}, {""사이즈"": ""33"", ""총장"": ""94"", ""허리단면"": ""43.8"", ""엉덩이단면"": ""52.25"", ""허벅지단면"": ""31.6"", ""밑위"": ""25.5"", ""밑단단면"": ""18.3""}, {""사이즈"": ""34"", ""총장"": ""95"", ""허리단면"": ""45"", ""엉덩이단면"": ""53.5"", ""허벅지단면"": ""32.3"", ""밑위"": ""26"", ""밑단단면"": ""18.5""}, {""사이즈"": ""36"", ""총장"": ""95"", ""허리단면"": ""47.5"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""33.5"", ""밑위"": ""27"", ""밑단단면"": ""19""}, {""사이즈"": ""38"", ""총장"": ""96"", ""허리단면"": ""50"", ""엉덩이단면"": ""58.5"", ""허벅지단면"": ""34.8"", ""밑위"": ""28"", ""밑단단면"": ""19.5""}, {""사이즈"": ""40"", ""총장"": ""96"", ""허리단면"": ""52.5"", ""엉덩이단면"": ""61"", ""허벅지단면"": ""36"", ""밑위"": ""29"", ""밑단단면"": ""20""}, {""사이즈"": ""42"", ""총장"": ""97"", ""허리단면"": ""55"", ""엉덩이단면"": ""63.5"", ""허벅지단면"": ""37.3"", ""밑위"": ""30"", ""밑단단면"": ""20.5""}]",10,"{""핏"": [""슬림""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",56만 개 이상,"#밴딩바지,#블록코어,#셋업,#슬랙스컬렉션,#정장바지,#정장팬츠,#허리밴딩"
4506373,*기모상품추가* 루즈 워시드 벌룬핏 와이드 데님 팬츠 유니섹스 (블랙),아크시,49900,30600,바지,데님 팬츠,1,4.8,20000,1957,"[{""사이즈"": ""XS"", ""총장"": ""102"", ""허리단면"": ""34"", ""엉덩이단면"": ""49.5"", ""허벅지단면"": ""32"", ""밑위"": ""30"", ""밑단단면"": ""23""}, {""사이즈"": ""S"", ""총장"": ""104"", ""허리단면"": ""36.5"", ""엉덩이단면"": ""52"", ""허벅지단면"": ""33"", ""밑위"": ""31"", ""밑단단면"": ""24""}, {""사이즈"": ""M"", ""총장"": ""105"", ""허리단면"": ""39"", ""엉덩이단면"": ""54.5"", ""허벅지단면"": ""34"", ""밑위"": ""32"", ""밑단단면"": ""25""}, {""사이즈"": ""L"", ""총장"": ""106"", ""허리단면"": ""41.5"", ""엉덩이단면"": ""57"", ""허벅지단면"": ""35.5"", ""밑위"": ""33"", ""밑단단면"": ""26""}, {""사이즈"": ""XL"", ""총장"": ""107"", ""허리단면"": ""44"", ""엉덩이단면"": ""59.5"", ""허벅지단면"": ""37"", ""밑위"": ""34"", ""밑단단면"": ""27""}, {""사이즈"": ""XXL"", ""총장"": ""108"", ""허리단면"": ""46.5"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""38"", ""밑위"": ""35"", ""밑단단면"": ""28""}]",39,"{""핏"": [""루즈"", ""오버 사이즈""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",1.9만 개 이상,"#남자청바지,#데님팬츠,#바지,#베스트상품,#블랙컬러데님,#와이드팬츠,#워싱진,#워싱팬츠,#캐주얼팬츠"
4274045,빈티지 캣워싱 와이드 데님 팬츠 [샌드 블루],리메인세컨드단독,43500,23990,바지,데님 팬츠,0,4.7,0,4080,,45,"{""핏"": [""루즈"", ""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",3만 개 이상,"#25FW,#단독할인,#데님,#데님바지,#데님팬츠,#와이드데님,#와이드팬츠,#청바지,#캐주얼팬츠,#팬츠컬렉션"
4111294,,,45000,29800,,,0,,0,0,,34,"{""핏"": [""레귤러""], ""계절감"": [""여름""]}",,
1989228,[쿨탠다드] 와이드 히든 밴딩 슬랙스 [블랙],무신사 스탠다드단독,,43900,바지,슈트 팬츠/슬랙스,1,4.9,29000,29870,"[{""사이즈"": ""26"", ""총장"": ""103"", ""허리단면"": ""35"", ""엉덩이단면"": ""48"", ""허벅지단면"": ""30.8"", ""밑위"": ""27"", ""밑단단면"": ""22.5""}, {""사이즈"": ""27"", ""총장"": ""103"", ""허리단면"": ""36.3"", ""엉덩이단면"": ""49.3"", ""허벅지단면"": ""31.4"", ""밑위"": ""27"", ""밑단단면"": ""22.8""}, {""사이즈"": ""28"", ""총장"": ""104"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""50.5"", ""허벅지단면"": ""32"", ""밑위"": ""27.5"", ""밑단단면"": ""23""}, {""사이즈"": ""29"", ""총장"": ""104"", ""허리단면"": ""38.75"", ""엉덩이단면"": ""51.8"", ""허벅지단면"": ""32.6"", ""밑위"": ""27.5"", ""밑단단면"": ""23.3""}, {""사이즈"": ""30"", ""총장"": ""105"", ""허리단면"": ""40"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""33.25"", ""밑위"": ""28"", ""밑단단면"": ""23.5""}, {""사이즈"": ""31"", ""총장"": ""105"", ""허리단면"": ""41.25"", ""엉덩이단면"": ""54.3"", ""허벅지단면"": ""33.9"", ""밑위"": ""28"", ""밑단단면"": ""23.8""}, {""사이즈"": ""32"", ""총장"": ""105"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""55.5"", ""허벅지단면"": ""34.5"", ""밑위"": ""28.5"", ""밑단단면"": ""24""}, {""사이즈"": ""33"", ""총장"": ""105"", ""허리단면"": ""43.75"", ""엉덩이단면"": ""56.8"", ""허벅지단면"": ""35.1"", ""밑위"": ""29"", ""밑단단면"": ""24.3""}, {""사이즈"": ""34"", ""총장"": ""106"", ""허리단면"": ""45"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""35.8"", ""밑위"": ""29.5"", ""밑단단면"": ""24.5""}, {""사이즈"": ""36"", ""총장"": ""106"", ""허리단면"": ""47.5"", ""엉덩이단면"": ""60.5"", ""허벅지단면"": ""37"", ""밑위"": ""30.5"", ""밑단단면"": ""25""}, {""사이즈"": ""38"", ""총장"": ""107"", ""허리단면"": ""50"", ""엉덩이단면"": ""63"", ""허벅지단면"": ""38.3"", ""밑위"": ""31.5"", ""밑단단면"": ""25.5""}, {""사이즈"": ""40"", ""총장"": ""107"", ""허리단면"": ""52.5"", ""엉덩이단면"": ""65.5"", ""허벅지단면"": ""39.5"", ""밑위"": ""32.5"", ""밑단단면"": ""26""}, {""사이즈"": ""42"", ""총장"": ""108"", ""허리단면"": ""55"", ""엉덩이단면"": ""68"", ""허벅지단면"": ""40.8"", ""밑위"": ""33.5"", ""밑단단면"": ""26.5""}]",,"{""핏"": [""루즈""], ""계절감"": [""봄"", ""여름""]}",7만 개 이상,"#슬랙스컬렉션,#와이드슬랙스,#정장바지,#쿨맥스,#쿨아이템,#쿨탠다드"
